title,address,commune,commune_encoded,district,district_encoded,province,province_encoded,paper,price_by_area,latitude,longitude
Ecocity nhận nhà ở ngay bàn giao full nội thất,"Lô CT-21B, Lô CT-21B Khu đô thị mới Việt Hưng, Phường Giang Biên, Quận Long Biên, Hà Nội",Phường Giang Biên,16,Quận Long Biên,20,Hà Nội,0,1,28539683.0,21.0561901,105.9128641
Chung cư Le Grand Jardin Sài Đồng 63m² 2PN,"Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội, Phường Sài Đồng, Quận Long Biên, Hà Nội",Phường Sài Đồng,85,Quận Long Biên,20,Hà Nội,0,0,32020460.0,21.0390218,105.9078403
Cần bán nhanh căn hộ 2PN hướng mát,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Phường Cổ Nhuế 1,10,Quận Bắc Từ Liêm,14,Hà Nội,0,1,31343284.0,21.0586359,105.7831992
"DỰ ÁN CĐT CAM KẾT GÓI VAY 4,8% KHÁCH MUA NHÀ THT","Đường 32, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",Xã Kim Chung,157,Huyện Hoài Đức,3,Hà Nội,0,1,2898551.0,21.0623667,105.7209301
Nhà ở xã hội NHS Phương Canh _ Thu hồ sơ đợt cuối,"Đường 32, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",Phường Phương Canh,74,Quận Nam Từ Liêm,21,Hà Nội,0,0,4821429.0,21.0488042,105.7425053
Bán căn hộ 2PN 95m2 đầy đủ đồ Golden Palace giá rẻ,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Phường Mễ Trì,46,Quận Nam Từ Liêm,21,Hà Nội,0,0,28604651.0,21.0141788,105.7775527
BÁN CĂN HỘ CHUNG CƯ QUAN HOA- CẦU GIẤY GIÁ RẺ,"Đường Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Phường Quan Hoa,79,Quận Cầu Giấy,15,Hà Nội,0,1,18181818.0,21.0367702,105.8011445
"48m 2pn HH Linh Đàm, đầy đủ nội thất, xem nhà 24/7","Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,16666667.0,20.9713643,105.8280009
"Chính chủ bán căn 178m Park 10 Times City 9,5 tỷ","458, 458 Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Phường Minh Khai,45,Quận Hai Bà Trưng,16,Hà Nội,0,1,53370787.0,21.0042501,105.8695696
Bán Chung cư Quận Hà Đông 64m² 2PN Ở Ngay,"2015, Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Phường Văn Quán,117,Quận Hà Đông,19,Hà Nội,0,0,20833333.0,20.9797258,105.7874647
Chính chủ bán CC Hateco Hoàng Mai 96m2 96m² 3 PN,"phố Hưng Thịnh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",Phường Yên Sở,129,Quận Hoàng Mai,18,Hà Nội,0,1,18229167.0,20.9618527,105.8730678
Căn Góc 3N Vị Trí Kim Cương Mỹ Đình,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 2,49,Quận Nam Từ Liêm,21,Hà Nội,0,0,29076923.0,21.0306461,105.7692892
Bán căn góc view đẹp tặng hết nội thất,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Phường Cổ Nhuế 2,11,Quận Bắc Từ Liêm,14,Hà Nội,0,1,22826087.0,21.0586359,105.7831992
"CHUNG CƯ TÔN ĐỨC THẮNG - FULL ĐỒ - Ở NGAY, DT 50m2","Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Phường Hàng Bột,22,Quận Đống Đa,24,Hà Nội,0,1,20000000.0,21.0189723,105.830011
CHỈ 7XXTR SỞ HỮU CĂN HỘ 45M2 DỰ ÁN THT NEW CITY,"Đường Quốc lộ 32, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",Xã Kim Chung,157,Huyện Hoài Đức,3,Hà Nội,0,0,326667.0,21.0623667,105.7209301
"bán nhanh căn hộ 2PN. giá tròn 1,4 tỷ. dự án Rose","Số 79, Số 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,26923077.0,20.9578958,105.8430654
BÁN CĂN HỘ HD-CITY ĐẶNG VĂN NGỮ- Ở NGAY GIÁ RẺ,"Đường Đặng Văn Ngữ, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Phường Nam Đồng,50,Quận Đống Đa,24,Hà Nội,0,1,16111111.0,21.0120087,105.831896
"Chung cư 70m2, mặt đường Nhổn - Hồ Tùng Mậu, SĐCC","Đường 32, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",Phường Phương Canh,74,Quận Nam Từ Liêm,21,Hà Nội,0,0,15714286.0,21.0488042,105.7425053
tôi bán căn hộ mini xuân đỉnh CV hòa bình 53m cóđồ,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Phường Xuân Đỉnh,125,Quận Bắc Từ Liêm,14,Hà Nội,0,0,15471698.0,21.0713471,105.7932944
Bán căn hộ 3PN Giá Rẻ Sunshine Riverside Tây Hồ.,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Phường Phú Thượng,67,Quận Tây Hồ,23,Hà Nội,0,0,37078652.0,21.0705202,105.808931
2 CĂN CHUNG CƯ CHÍNH CHỦ CẦN BÁN GẤP,"Đường Lai Xá, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",Xã Di Trạch,153,Huyện Hoài Đức,3,Hà Nội,0,0,239130.0,21.0591741,105.7236198
"CĂN HỘ CHÍNH CHỦ, 34m2 HƠN 500tr, SỔ ĐỎ VAY 70% NH","Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",Phường Thụy Phương,100,Quận Bắc Từ Liêm,14,Hà Nội,0,1,17121212.0,21.0885558,105.7773235
Chung cư Khu đô thị mới Xa La 54m² 1PN,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,1,14629630.0,20.9684049,105.786636
CĂN HỘ CHUNG CƯ K2 BỜ SÔNG SÉT - KIM ĐỒNG Ở NGAY,"BỜ SÔNG SÉT, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Phường Giáp Bát,17,Quận Hoàng Mai,18,Hà Nội,0,1,18181818.0,20.984806,105.8454521
Chung cư Season Avenue 71m² 2PN,"Khu đô thị Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Phường Mộ Lao,47,Quận Hà Đông,19,Hà Nội,0,0,33661972.0,20.9828584,105.7813337
Căn 3pn duy nhất tại dự án CT5-6 Lê Đức Thọ 2.6 ty,"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 1,48,Quận Nam Từ Liêm,21,Hà Nội,0,0,28571429.0,21.0237785,105.7670494
"CHÍNH CHỦ CẦN BÁN 2 NGỦ VINHOMES OCEAN PARK 1,44TỶ","Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Thị trấn Trâu Quỳ,145,Huyện Gia Lâm,2,Hà Nội,0,0,25166667.0,21.0164183,105.9448441
Chung cư 32m² 1PN trần khát chân-võ thị sáu đủ đồ,"trần khát chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Phường Thanh Nhàn,87,Quận Hai Bà Trưng,16,Hà Nội,0,1,26562500.0,21.0091003,105.8564284
Chốt ngay 620tr/căn 1 ngủ CC Tân Mai- Kim Đồng mới,"Đường Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Phường Tương Mai,112,Quận Hoàng Mai,18,Hà Nội,0,1,23076923.0,20.9853201,105.8512018
bán căn 55m chung cư Quận Cầu Giấy,"5A - 7A, 5A - 7A Đường Lê Đức Thọ, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Phường Mai Dịch,43,Quận Cầu Giấy,15,Hà Nội,0,1,28181818.0,21.0357164,105.7711541
Chỉ  571 triệu Eurowindow Riverpark căn 96m² 3PN,"Đường Trường Sa, Xã Đông Hội, Huyện Đông Anh, Hà Nội",Xã Đông Hội,182,Huyện Đông Anh,12,Hà Nội,0,0,22916667.0,21.0876293,105.8667099
Chung cư Hồ Đền Lừ- giá từ 28tr/m- chính sách tốt,"279, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Phường Hoàng Văn Thụ,20,Quận Hoàng Mai,18,Hà Nội,0,1,33333333.0,20.9878879,105.8576428
CĂN HỘ CHUNG CƯ XUÂN ĐỈNH  -VỊ TRÍ VÀNG- GIÁ RẺ,"Đường Xuân Đỉnh, Phường Xuân La, Quận Tây Hồ, Hà Nội",Phường Xuân La,122,Quận Tây Hồ,23,Hà Nội,0,0,23118280.0,21.071376,105.7943059
bán 2 căn ở tòa cc 35 lê văn thiêm,"35, Đường Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Phường Nhân Chính,61,Quận Thanh Xuân,22,Hà Nội,0,1,37168142.0,21.002635,105.8015572
"Bán căn hộ Chung Cư Thượng Đình, đối diện Royal","Đường Thượng Đình, Thanh Xuân, Hà Nội, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Phường Hạ Đình,24,Quận Thanh Xuân,22,Hà Nội,0,1,18571429.0,20.9953643,105.8143573
KHÁM PHÁ CĂN HỘ 3 NGỦ 99M2 GIÁ CHỈ 2.5XX TỶ TT HM,"Số 1, Số 1 đường Trần Thủ Độ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Phường Đại Kim,134,Quận Hoàng Mai,18,Hà Nội,0,0,25510204.0,20.9642105,105.8452224
Chung cư Quận Ba Đình 60m² 2 PN,"hoàng hoa thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Phường Ngọc Hà,57,Quận Ba Đình,13,Hà Nội,0,1,22500000.0,21.0396318,105.8276543
"Giá tốt, căn hộ 88m2 2PN Royal City giá 3.58 tỷ","72A, 72A Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Phường Thượng Đình,94,Quận Thanh Xuân,22,Hà Nội,0,1,40681818.0,21.0007314,105.8160439
MỞ BÁN CĂN HỘ N19 Ô CHỢ DỪA_PHÓ ĐÊ LA THÀNH Ở NGAY,"Đường Ô Chợ Dừa, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Phường Khâm Thiên,25,Quận Đống Đa,24,Hà Nội,0,1,18181818.0,21.0189873,105.8294197
BÁN CĂN HỘ X3 ĐẠI HỌC XÂY DỰNG_GIẢI PHÓNG. GIÁ RẺ,"Đường Giải Phóng, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Phường Bách Khoa,0,Quận Hai Bà Trưng,16,Hà Nội,0,1,20666667.0,20.9867344,105.8411472
"Chính Chủ Bán Nhà Ngõ Hoàng Mai 39m2 MT4m, KD","Đường Hoàng Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Phường Tân Mai,109,Quận Hoàng Mai,18,Hà Nội,0,1,76923077.0,20.983687,105.848156
Chung cư Nam Đô Complex 609 Trương Định 76.6m² 2PN,"Đường Trương Định, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Phường Giáp Bát,17,Quận Hoàng Mai,18,Hà Nội,0,1,26109661.0,20.995818,105.8498965
BÁN CH 76M Ở HH3 LINH ĐÀM CĂN GÓC TẦNG 23,"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,15789474.0,20.9599379,105.8337546
BÁN 5 SUẤT NGOẠI GIAO DỰ ÁN FLC GARDEN ĐẠI MỖ,"Đường Ngọc Đại||2305, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Đại Mỗ,135,Quận Nam Từ Liêm,21,Hà Nội,0,0,19795918.0,20.9987082,105.7515087
Chung cư Ecohome 3 67.3m² 2PN,"Đường Tân Xuân, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Phường Đông Ngạc,133,Quận Bắc Từ Liêm,14,Hà Nội,0,1,20149254.0,21.0861356,105.7856819
bán lại că hộ trần thái tông ĐH quốc gía 46m/2pn,"Đường Trần Thái Tông||879, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Phường Dịch Vọng,13,Quận Cầu Giấy,15,Hà Nội,0,0,21739130.0,21.0302832,105.788131
"CHUNG CƯ THT NEW CITY HOÀI ĐỨC GIÁ 14,7Triệu/M2","Đường 32, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",Xã Kim Chung,157,Huyện Hoài Đức,3,Hà Nội,0,0,4687500.0,21.0623667,105.7209301
Căn hộ CT4a 54m² 1PN,"Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,0,15648148.0,20.9654323,105.7894045
Sở hữu căn hộ 3PN chỉ cần đóng 30% nhận nhà ở ngay,"136, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Phường Phú Diễn,63,Quận Bắc Từ Liêm,14,Hà Nội,0,0,27266187.0,21.0421897,105.7671599
NHÀ TẬP THỂ  TẦNG 1 CỰC ĐẸP AN NINH CỰC TỐT,"Đường Hồng Mai, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",Phường Quỳnh Lôi,83,Quận Hai Bà Trưng,16,Hà Nội,0,1,30769231.0,20.998755,105.8544543
"Nhà Đống Đa 45m2, 4 phòng ngủ","Huy Văn, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Phường Khâm Thiên,25,Quận Đống Đa,24,Hà Nội,0,0,117777778.0,21.0235407,105.8323707
CHUNG CƯ K10 BẠCH MAI_ĐH BÁCH KHOA Ở NGAY 1-2PN ĐỒ,"Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Phường Bạch Mai,3,Quận Hai Bà Trưng,16,Hà Nội,0,1,18181818.0,20.9961203,105.8499345
"chung cư víp nhất tây hồ ... 80m2 mà có 2,9 tỏi","Đường Phạm Văn Đồng, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Phường Đông Ngạc,133,Quận Bắc Từ Liêm,14,Hà Nội,0,0,36250000.0,21.0779881,105.7869086
Tôi cần bán căn hộ ở Hòa Bình Green City,"505, 505 Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Phường Vĩnh Tuy,120,Quận Hai Bà Trưng,16,Hà Nội,0,1,32857143.0,20.9999913,105.8699539
"Chủ Đầu Tư bán Chung cư Thái Thịnh-Yên Lãng,ở ngay","Đường Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Phường Thịnh Quang,97,Quận Đống Đa,24,Hà Nội,0,1,16000000.0,21.0104484,105.8184403
Chung cư Huyện Chương Mỹ 50m² 2PN,"Đường Quốc lộ 6, Thị trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội",Thị trấn Chúc Sơn,142,Huyện Chương Mỹ,1,Hà Nội,0,1,12120000.0,20.9271699,105.7121963
Chung cư Quận Tây Hồ 45m² 2 PN,"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",Phường Bưởi,2,Quận Tây Hồ,23,Hà Nội,0,1,26444444.0,21.0550926,105.8088761
"TT trung tâm Hoàn Kiếm,cách mặt Hồ Gươm 100m,dt45m","Đường Hai Bà Trưng, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",Phường Lý Thái Tổ,41,Quận Hoàn Kiếm,17,Hà Nội,0,1,88888889.0,21.0251735,105.8496706
Bán căn hộ tập thể Trung Tự,"Đường Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội",Phường Kim Liên,31,Quận Đống Đa,24,Hà Nội,0,1,33333333.0,21.0089749,105.8345134
TÔI BÁN CHUNG CƯ MINI CAO CẤP KHƯƠNG THƯỢNG,"KHƯƠNG THƯỢNG, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Phường Khương Thượng,27,Quận Đống Đa,24,Hà Nội,0,0,24242424.0,21.0030438,105.8282959
Căn hộ 2PN 59m2 Vinhomes Smart City,"Đường Láng Hòa Lạc, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,29152542.0,20.9987082,105.7515087
CHUNG CƯ MINI THỌ QUAN-  YÊN LANG-THÁI THỊNH,"THỊNH QUANG, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Phường Thịnh Quang,97,Quận Đống Đa,24,Hà Nội,0,0,22222000.0,21.0083647,105.8180219
Chính chủ bán tập thể tầng 3 Thành Công Bắc,"Đường Nguyên Hồng, Phường Thành Công, Quận Ba Đình, Hà Nội",Phường Thành Công,92,Quận Ba Đình,13,Hà Nội,0,1,28076923.0,21.020345,105.8122379
"Tập thể, cư xá Quận Đống Đa 23m² tầng 1,oto vào","LIÊN HỆ SỐ ĐT : 0888.446.000, Đường Phương Mai, Phường Kim Liên, Quận Đống Đa, Hà Nội",Phường Kim Liên,31,Quận Đống Đa,24,Hà Nội,0,0,34739130.0,21.0038757,105.8377868
Căn hộ sang xin nhất KĐT Đặng Xá,"Đường Nguyễn Đức Thuận, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội",Xã Đặng Xá,186,Huyện Gia Lâm,2,Hà Nội,0,0,20147059.0,21.0128975,105.94988
BÁN CĂN HỘ D12 CÁT LINH_TÔN ĐỨC THẮNG. ĐỦ NỘI THẤT,"Đường Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà Nội",Phường Cát Linh,7,Quận Đống Đa,24,Hà Nội,0,1,18857143.0,21.0289833,105.8297637
"Căn hộ 2PN cc KĐT Trung Hòa Nhân Chính, Thanh Xuân","Tòa N6A, KĐT TrungHòaNhânchinh, Đường Nguyễn Thị Thập, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Phường Nhân Chính,61,Quận Thanh Xuân,22,Hà Nội,0,1,24461538.0,21.0059683,105.8017406
Chung cư mn quận Thanh Xuân 58m² 2PN giá 970 triệu,"Đường Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Phường Khương Đình,29,Quận Thanh Xuân,22,Hà Nội,0,0,16724138.0,20.9922632,105.8157908
CC Sunshine Riverside 114m² 3PN Tầng Cao Chỉ 5 Tỷ,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Phường Phú Thượng,67,Quận Tây Hồ,23,Hà Nội,0,0,43859649.0,21.0705202,105.808931
Siêu dự án cao cấp Căn hộ Masteri Waterfront,"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Thị trấn Trâu Quỳ,145,Huyện Gia Lâm,2,Hà Nội,0,0,50000000.0,21.0164183,105.9448441
"Bán CHCC CT5 Xa La 74m2, 2PN, 2WC giá rẻ","Khu đô thị Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,0,15000000.0,20.9622571,105.7923394
Bán Chung cư CTM Building - 139 Cầu Giấy 130m² 3PN,"139, 139 Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Phường Quan Hoa,79,Quận Cầu Giấy,15,Hà Nội,0,1,223077.0,21.0317833,105.7990578
chung cư tòa mễ trì plaza phố lương thế vinh 63m2,"Đường Lương Thế Vinh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Phường Trung Văn,105,Quận Nam Từ Liêm,21,Hà Nội,0,1,26825397.0,20.9946755,105.790377
"Chuyển xang Hàn ở cần bán gấp căn hộ 2PN, 85m2,","Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Phường Phú Thượng,67,Quận Tây Hồ,23,Hà Nội,0,0,37647059.0,21.0705202,105.808931
"SIÊU PHẨM MẶT PHỐ NGUYỄN TRÃI 27M2, 6 T CHỈ 3,4 TỶ","Đường Nguyễn Trãi, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Phường Hạ Đình,24,Quận Thanh Xuân,22,Hà Nội,0,1,125925926.0,20.9946755,105.8079483
MỞ BÁN CC K26 XUÂN TẢO-NG VĂN HUYÊN Ở NGAY ĐỦ ĐỒ,"XUÂN TẢO, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",Phường Xuân Tảo,124,Quận Bắc Từ Liêm,14,Hà Nội,0,1,20333333.0,21.0634093,105.7952744
BÁN CHUNG CƯ VMEX GẦN CÔNG VIÊN NGHĨA ĐÔ Ở NGAY,"Đường Nghĩa Đô, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Phường Dịch Vọng,13,Quận Cầu Giấy,15,Hà Nội,0,1,18181818.0,21.0483269,105.7956063
Chung cư Chung cư Hemisco Xa La 85m² 2PN,"Đường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,0,17058824.0,20.9654323,105.7894045
"Chung cư Vinhomes Smart City 54m² 2PN chỉ từ 1,8ty","Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,33333333.0,21.0095457,105.7439913
"Bán Gấp Chung cư  HD Mon City DT=61.6m² 2PN, 2VS","Số 2, Số 2 Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 1,48,Quận Nam Từ Liêm,21,Hà Nội,0,1,34902597.0,21.0183106,105.7691467
TƯ VẤN MIỄN PHÍ HỒ SƠ NOXH THT NEW CITY,"Đường Quốc lộ 32, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",Xã Kim Chung,157,Huyện Hoài Đức,3,Hà Nội,0,0,14700000.0,21.0623667,105.7209301
MỞ BÁN CĂN HỘ S1 ĐOÀN THỊ ĐIỂM_HÀNG BỘT. GIÁ RẺ,"Đường Đoàn Thị Điểm, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Phường Hàng Bột,22,Quận Đống Đa,24,Hà Nội,0,1,20666667.0,21.026246,105.8325863
MỞ BÁN CĂN HỘ L04 LÒ ĐÚC_HAI BÀ TRƯNG. ĐỦ NỘI THẤT,"Đường Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Phường Đống Mác,137,Quận Hai Bà Trưng,16,Hà Nội,0,1,21428571.0,21.0114769,105.859342
Chung cư Ecohome 2 63m² 2PN,"Khu vực Bắc Cổ Nhuế, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Phường Đông Ngạc,133,Quận Bắc Từ Liêm,14,Hà Nội,0,0,21428571.0,21.0632853,105.7803952
"Cc Khương Hạ 66m2, 2 Ngủ, Ôtô Vào Hầm, Giá 1,12 Tỷ","Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Phường Khương Trung,28,Quận Thanh Xuân,22,Hà Nội,0,0,16969697.0,20.9971504,105.8216911
Chung cư CT3 Cổ Nhuế 71m² 2PN,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Phường Cổ Nhuế 1,10,Quận Bắc Từ Liêm,14,Hà Nội,0,1,27464789.0,21.0586359,105.7831992
Chung cư Khu chung cư Ngô Thì Nhậm 62m² 2PN,"Đường Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Phường Hà Cầu,21,Quận Hà Đông,19,Hà Nội,0,1,20161290.0,20.9691116,105.7688504
"CHUNG CƯ TRÍCH SÀI - VÕNG THỊ, VEN HỒ TÂY, FULL ĐỒ","Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Phường Thụy Khuê,99,Quận Tây Hồ,23,Hà Nội,0,0,22857143.0,21.0479899,105.8144873
Thanh khoản gấp văn hộ chung cư KĐT Xa La 63m² 2PN,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,1,15079365.0,20.9684049,105.786636
"Bángấp nhà 40m4T,kinhdoanh đỉnh,ô tô Trần Khátchan","Đường Đê Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Phường Thanh Nhàn,87,Quận Hai Bà Trưng,16,Hà Nội,0,1,73750000.0,21.0069151,105.8656789
BÁN CHUNG CƯ N1 NGUYỄN VĂN NGỌC_LIỄU GIAI. 1-2 NGỦ,"Đường Nguyễn Văn Ngọc, Phường Liễu Giai, Quận Ba Đình, Hà Nội",Phường Liễu Giai,36,Quận Ba Đình,13,Hà Nội,0,1,18809524.0,21.0320524,105.8107846
"Chung cư Đội cấn 60m² 2 PN, SĐCC, vị trí đắc địa","Đường Đội Cấn, Phường Liễu Giai, Quận Ba Đình, Hà Nội",Phường Liễu Giai,36,Quận Ba Đình,13,Hà Nội,0,1,22500000.0,21.0361206,105.8168371
Chung cư Quận Hà Đông 202m² 4PN,"Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Phường Mộ Lao,47,Quận Hà Đông,19,Hà Nội,0,1,17326733.0,20.9849911,105.7863219
